type,description,rate,hsn
goods,"Vegetables, fruit, nuts and other edible parts of plants, prepared or preserved by vinegar or acetic acid",12,2001
goods,Tomatoes prepared or preserved otherwise than by vinegar or acetic acid,12,2002
goods,"Mushrooms and truffles, prepared or preserved otherwise than by vinegar or acetic acid",12,2003
goods,"Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, frozen, other than products of heading 2006",12,2004
goods,"Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, not frozen, other than products of heading 2006",12,2005
goods,"Vegetables, fruit, nuts, fruit-peel and other parts of plants, preserved by sugar (drained, glacé or crystallised)",12,2006
goods,"Jams, fruit jellies, marmalades, fruit or nut purée and fruit or nut pastes, obtained by cooking, whether or not containing added sugar or other sweetening matter",12,2007
goods,"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included; such as Ground-nuts, Cashew nut, roasted, salted or roasted and salted, Other roasted nuts and seeds, squash of Mango, Lemon, Orange, Pineapple or other fruits",12,2008
goods,"Fruit juices (including grape must) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter.",12,2009
goods,"Roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates thereof",12,2101 30
goods,Yeasts and prepared baking powders,12,2102
goods,Sauces and preparations therefor [other than Curry paste; mayonnaise and salad dressings; mixed condiments and mixed seasoning,12,"2103 [other than 2103 90 10, 2103 90 30, 2103 90 40]"
goods,Texturised vegetable proteins (soya bari) and Bari made of pulses including mungodi,12,2106
goods,"Namkeens, bhujia, mixture, chabena and   similar edible preparations in ready for consumption form",12,2106 90
goods,Soya milk drinks,12,2202 90 10
goods,Fruit pulp or fruit juice based drinks,12,2202 90 20
goods,Tender coconut water put up in unit container and bearing a registered brand name,12,2202 90 90
goods,Beverages containing milk,12,2202 90 30
goods,Marble and travertine blocks,12,2515 12 10
goods,Granite blocks,12,2516
goods,Anaesthetics,12,28
goods,Potassium Iodate,12,28
goods,Steam,12,28
goods,"Micronutrients, which   are   covered   under serial number 1(f) of Schedule 1, Part (A) of the Fertilizer Control Order, 1985 and are manufactured by the manufacturers which    are    registered    under    the Fertilizer Control Order, 1985",12,28
goods,Iodine,12,2801 20
goods,Medicinal grade hydrogen peroxide,12,2847
goods,Gibberellic acid,12,29
goods,"Glands and other organs for organo-therapeutic uses, dried, whether or not powdered; extracts of glands or other organs or of their secretions for organo-therapeutic uses; heparin and its salts; other human or animal substances prepared for therapeutic or prophylactic uses, not elsewhere specified or included",12,3001
goods,"Animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes; toxins, cultures of micro-organisms (excluding yeasts) and similar products",12,3002
goods,"Medicaments (excluding goods of heading 30.02, 30.05 or 30.06) consisting of two or more constituents which have been mixed together for therapeutic or prophylactic uses, not put up in measured doses or in forms or packings for retail sale, including Ayurvaedic, Unani, Siddha, homoeopathic or Bio-chemic systems medicaments",12,3003
goods,"Medicaments (excluding goods of heading 30.02, 30.05 or 30.06) consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses (including those in the form of transdermal administration systems) or in forms or packings for retail sale, including Ayurvaedic, Unani, homoeopathic siddha or Bio-chemic systems medicaments, put up for retail sale",12,3004
goods,"Wadding, gauze, bandages and similar articles (for example, dressings, adhesive plasters, poultices), impregnated or coated with pharmaceutical substances or put up in forms or packings for retail sale for medical, surgical, dental or veterinary purposes",12,3005
goods,"Pharmaceutical goods specified in Note 4 to this Chapter [i.e. Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or denatal adhesion barriers, whether or not absorbable; Waste pharmaceuticals] [other than contraceptives]",12,3006
goods,"Mineral or chemical fertilisers, nitrogenous, other than those which are clearly not to be used as fertilizers",12,3102
goods,"Mineral or chemical fertilisers, phosphatic, other than those which are clearly not to be used as fertilizers",12,3103
goods,"Mineral or chemical fertilisers, potassic, other than those which are clearly not to be used as fertilizers",12,3104
goods,"Mineral or chemical fertilisers containing two or three of the fertilising elements nitrogen, phosphorus and potassium; other fertilisers; goods of this Chapter in tablets or similar forms or in packages of a gross weight not exceeding 10 kg, other than those which are clearly not to be used as fertilizers",12,3105
goods,Fountain pen ink,12,3215
goods,Ball pen ink,12,3215
goods,Tooth powder,12,3306 10 10
goods,Odoriferous preparations which operate by burning [other than agarbattis],12,3307 41 00
goods,"a.       Following goods namely:- Menthol and menthol crystals,  Peppermint (Mentha Oil),  Fractionated / de-terpenated mentha oil (DTMO),  De-mentholised oil (DMO),  Spearmint oil,  Mentha piperita oil",12,"29, 30, 3302"
goods,"Candles, tapers and the like",12,3406
goods,Photographic plates and film for x-ray for medical use,12,3701
goods,"Photographic plates and films, exposed and developed, other than cinematographic film",12,3705
goods,"Photographic plates and films, exposed and developed, whether or not incorporating sound track or consisting only of sound track, other than feature films.",12,3706
goods,Silicon wafers,12,3818
goods,All diagnostic kits and reagents,12,3822
goods,Feeding bottles,12,3926
goods,Plastic beads,12,3926
goods,Latex Rubber Thread,12,4007
goods,Nipples of feeding bottles,12,4014
goods,Surgical rubber gloves or medical examination rubber gloves,12,4015
goods,"Leather further prepared after tanning or crusting, including parchment-dressed leather, of bovine (including buffalo) or equine animals, without hair on, whether or not split, other than leather of heading 4114",12,4107
goods,"Leather further prepared after tanning or crusting, including parchment-dressed leather, of sheep or lamb, without wool on, whether or not split, other than leather of heading 4114",12,4112
goods,"Leather further prepared after tanning or crusting, including parchment-dressed leather, of other animals, without wool or hair on, whether or not split, other than leather of heading 4114",12,4113
goods,Chamois (including combination chamois) leather; patent leather and patent laminated leather; metallised leather,12,4114
goods,"Composition leather with a basis of leather or leather fibre, in slabs, sheets or strip, whether or not in rolls; parings and other waste of leather or of composition leather, not suitable for the manufacture of leather articles; leather dust, powder and flour",12,4115
goods,Gloves specially designed for use in sports,12,4203
goods,"a.    The following goods, namely: — Cement Bonded Particle Board; Jute Particle Board; Rice Husk Board; Glass-fibre Reinforced Gypsum Board (GRG) Sisal-fibre Boards; Bagasse Board; and Cotton Stalk Particle Board Particle/fibre board manufactured from agricultural crop residues",12,44 or any Chapter
goods,"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; wooden sticks, roughly trimmed but not turned, bent or otherwise worked, suitable for the manufacture of walking-sticks, umbrellas, tool handles or the like",12,4404
goods,Wood wool; wood flour,12,4405
goods,Railway or tramway sleepers (cross-ties) of wood,12,4406
goods,"Sheets for veneering (including those obtained by slicing laminated wood), for plywood or for similar laminated wood and other wood, sawn lengthwise, sliced or peeled, whether or not planed, sanded, spliced or end-jointed, of a thickness not exceeding 6 mm [for match splints]",12,4408
goods,"Packing cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood; pallets, box pallets and other load boards, of wood; pallet collars of wood",12,4415
goods,"Casks, barrels, vats, tubs and other coopers' products and parts thereof, of wood, including staves",12,4416
goods,"Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe lasts and trees, of wood",12,4417
goods,"Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles, of wood; statuettes and other ornaments, of wood; wooden articles of furniture not falling in Chapter 94",12,4420
goods,"Other articles of wood; such as clothes hangers, Spools,  cops,  bobbins,  sewing thread reels and the like of turned wood for various textile machinery, Match splints, Pencil slats, Parts of wood,  namely oars,  paddles and rudders for ships, boats and other similar floating structures, Parts of domestic decorative articles used as tableware and kitchenware [other than Wood paving blocks, articles of densified wood not elsewhere included or specified, Parts of domestic decorative articles used as tableware and kitchenware]",12,4421
goods,"Natural cork, raw or simply prepared",12,4501
goods,"Plaits and similar products of plaiting materials, whether or not assembled into strips; plaiting materials, plaits and similar products of plaiting materials, bound together in parallel strands or woven, in sheet form, whether or not being finished articles (for example, mats matting, screens) of vegetables materials such as of Bamboo, of rattan, of Other Vegetable materials",12,4601
